cf_body_lowjoints_shapeanim	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	0	1	1	1	5	0	0	0	0	0	0	1	1	1	6	0	0	0	0	0	0	1	1	1	7	0	0	0	0	0	0	1	1	1	8	0	0	0	0	0	0	1	1	1	9	0	0	0	0	0	0	1	1	1	10	0	0	0	0	0	0	1	1	1	11	0	0	0	0	0	0	1	1	1	12	0	0	0	0	0	0	1	1	1	13	0	0	0	0	0	0	1	1	1	14	0	0	0	0	0	0	1	1	1	15	0	0	0	0	0	0	1	1	1	16	0	0	0	0	0	0	1	1	1	17	0	0	0	0	0	0	1	1	1	18	0	0	0	0	0	0	1	1	1	19	0	0	0	0	0	0	1	1	1	20	0	0	0	0	0	0	1	1	1	21	0	0	0	0	0	0	1	1	1	22	0	0	0	0	0	0	1	1	1	23	0	0	0	0	0	0	1	1	1	24	0	0	0	0	0	0	1	1	1
cf_hit_height	0	0	0	0.000000000000000001	0	0	0	0.9002707	1	1	1	0	0	0.000000000000000001	0	0	0	0.9044374	1	1	2	0	0	0.000000000000000001	0	0	0	0.908604	1	1	3	0	0	0.000000000000000001	0	0	0	0.9127707	1	1	4	0	0	0.000000000000000001	0	0	0	0.9169374	1	1	5	0	0	0.000000000000000001	0	0	0	0.921104	1	1	6	0	0	0.000000000000000001	0	0	0	0.9252707	1	1	7	0	0	0.000000000000000001	0	0	0	0.9294373	1	1	8	0	0	0.000000000000000001	0	0	0	0.933604	1	1	9	0	0	0.000000000000000001	0	0	0	0.9377707	1	1	10	0	0	0.000000000000000001	0	0	0	0.9419373	1	1	11	0	0	0.000000000000000001	0	0	0	0.946104	1	1	12	0	0	0.000000000000000001	0	0	0	0.9502707	1	1	13	0	0	0.000000000000000001	0	0	0	0.9544373	1	1	14	0	0	0.000000000000000001	0	0	0	0.958604	1	1	15	0	0	0.000000000000000001	0	0	0	0.9627707	1	1	16	0	0	0.000000000000000001	0	0	0	0.9669374	1	1	17	0	0	0.000000000000000001	0	0	0	0.971104	1	1	18	0	0	0.000000000000000001	0	0	0	0.9752707	1	1	19	0	0	0.000000000000000001	0	0	0	0.9794374	1	1	20	0	0	0.000000000000000001	0	0	0	0.983604	1	1	21	0	0	0.000000000000000001	0	0	0	0.9877707	1	1	22	0	0	0.000000000000000001	0	0	0	0.9919373	1	1	23	0	0	0.000000000000000001	0	0	0	0.996104	1	1	24	0	0	0.000000000000000001	0	0	0	1.000271	1	1
cf_hit_Kosi02_Kosi01sx_a	0	-0.000000000000986784	0.005	0.000000000000000001	0	0	0	1	1.2	1	1	-0.000000000000986784	0.005232513	0.000000000000000001	0	0	0	1	1.224952	1	2	-0.000000000000986784	0.005497382	0.000000000000000001	0	0	0	1	1.251383	1	3	-0.000000000000986784	0.005794943	0.000000000000000001	0	0	0	1	1.278942	1	4	-0.000000000000986784	0.006125537	0.000000000000000001	0	0	0	1	1.307281	1	5	-0.000000000000986784	0.006489501	0.000000000000000001	0	0	0	1	1.336048	1	6	-0.000000000000986784	0.006887172	0.000000000000000001	0	0	0	1	1.364893	1	7	-0.000000000000986784	0.00731889	0.000000000000000001	0	0	0	1	1.393467	1	8	-0.000000000000986784	0.007784991	0.000000000000000001	0	0	0	1	1.421418	1	9	-0.000000000000986784	0.008285814	0.000000000000000001	0	0	0	1	1.448397	1	10	-0.000000000000986784	0.008821699	0.000000000000000001	0	0	0	1	1.474054	1	11	-0.000000000000986784	0.00939298	0.000000000000000001	0	0	0	1	1.498039	1	12	-0.000000000000986784	0.01	0.000000000000000001	0	0	0	1	1.52	1	13	-0.000000000000986784	0.01065827	0.000000000000000001	0	0	0	1	1.540028	1	14	-0.000000000000986784	0.01137731	0.000000000000000001	0	0	0	1	1.558561	1	15	-0.000000000000986784	0.01214844	0.000000000000000001	0	0	0	1	1.575774	1	16	-0.000000000000986784	0.01296296	0.000000000000000001	0	0	0	1	1.591841	1	17	-0.000000000000986784	0.01381221	0.000000000000000001	0	0	0	1	1.606935	1	18	-0.000000000000986784	0.0146875	0.000000000000000001	0	0	0	1	1.621231	1	19	-0.000000000000986784	0.01558015	0.000000000000000001	0	0	0	1	1.634904	1	20	-0.000000000000986784	0.01648148	0.000000000000000001	0	0	0	1	1.648126	1	21	-0.000000000000986784	0.01738281	0.000000000000000001	0	0	0	1	1.661073	1	22	-0.000000000000986784	0.01827546	0.000000000000000001	0	0	0	1	1.673918	1	23	-0.000000000000986784	0.01915075	0.000000000000000001	0	0	0	1	1.686836	1	24	-0.000000000000986784	0.02	0.000000000000000001	0	0	0	1	1.7	1
cf_hit_Kosi02_Kosi01sz_a	0	-0.000000000000986784	0	-0.018	0	0	0	0.93	1.19	1	1	-0.000000000000986784	0	-0.018	0	0	0	0.939809	1.174676	1	2	-0.000000000000986784	0	-0.018	0	0	0	0.9493055	1.160185	1	3	-0.000000000000986784	0	-0.018	0	0	0	0.9585937	1.14625	1	4	-0.000000000000986784	0	-0.018	0	0	0	0.9677778	1.132593	1	5	-0.000000000000986784	0	-0.018	0	0	0	0.9769618	1.118935	1	6	-0.000000000000986784	0	-0.018	0	0	0	0.98625	1.105	1	7	-0.000000000000986784	0	-0.018	0	0	0	0.9957465	1.090509	1	8	-0.000000000000986784	0	-0.018	0	0	0	1.005556	1.075185	1	9	-0.000000000000986784	0	-0.018	0	0	0	1.015781	1.05875	1	10	-0.000000000000986784	0	-0.018	0	0	0	1.026528	1.040926	1	11	-0.000000000000986784	0	-0.018	0	0	0	1.037899	1.021435	1	12	-0.000000000000986784	0	-0.018	0	0	0	1.05	1	1	13	-0.000000000000986784	0	-0.01802662	0	0	0	1.062899	0.9764352	1	14	-0.000000000000986784	0	-0.01810185	0	0	0	1.076528	0.9509259	1	15	-0.000000000000986784	0	-0.01821875	0	0	0	1.090781	0.92375	1	16	-0.000000000000986784	0	-0.01837037	0	0	0	1.105556	0.8951852	1	17	-0.000000000000986784	0	-0.01854977	0	0	0	1.120746	0.8655093	1	18	-0.000000000000986784	0	-0.01875	0	0	0	1.13625	0.835	1	19	-0.000000000000986784	0	-0.01896412	0	0	0	1.151962	0.8039352	1	20	-0.000000000000986784	0	-0.01918518	0	0	0	1.167778	0.7725927	1	21	-0.000000000000986784	0	-0.01940625	0	0	0	1.183594	0.74125	1	22	-0.000000000000986784	0	-0.01962037	0	0	0	1.199306	0.7101852	1	23	-0.000000000000986784	0	-0.0198206	0	0	0	1.214809	0.6796759	1	24	-0.000000000000986784	0	-0.02	0	0	0	1.23	0.65	1
cf_hit_Kosi02_Kosi02sx_a	0	-0.000000000000986784	0.01003828	0.003	0	0	0	1	0.647536	1	1	-0.000000000000986784	0.009201632	0.002746821	0	0	0	1	0.6779131	1	2	-0.000000000000986784	0.008364788	0.002488441	0	0	0	1	0.7094189	1	3	-0.000000000000986784	0.007527811	0.002226593	0	0	0	1	0.7416599	1	4	-0.000000000000986784	0.006690767	0.001963011	0	0	0	1	0.7742428	1	5	-0.000000000000986784	0.005853724	0.001699429	0	0	0	1	0.806774	1	6	-0.000000000000986784	0.005016746	0.001437581	0	0	0	1	0.8388602	1	7	-0.000000000000986784	0.004179901	0.001179201	0	0	0	1	0.8701079	1	8	-0.000000000000986784	0.003343257	0.0009260223	0	0	0	1	0.9001237	1	9	-0.000000000000986784	0.002506878	0.000679779	0	0	0	1	0.9285143	1	10	-0.000000000000986784	0.00167083	0.0004422046	0	0	0	1	0.9548861	1	11	-0.000000000000986784	0.0008351834	0.0002150341	0	0	0	1	0.9788458	1	12	-0.000000000000986784	-0.0000000005971823	-0.0000000001490492	0	0	0	1	1	1	13	-0.000000000000986784	-0.0008346727	-0.000201741	0	0	0	1.007917	1.018287	1	14	-0.000000000000986784	-0.001668883	-0.0003913455	0	0	0	1.015833	1.03405	1	15	-0.000000000000986784	-0.002502691	-0.0005705465	0	0	0	1.02375	1.047504	1	16	-0.000000000000986784	-0.003336168	-0.0007410782	0	0	0	1.031667	1.058863	1	17	-0.000000000000986784	-0.004169381	-0.0009046749	0	0	0	1.039583	1.068341	1	18	-0.000000000000986784	-0.005002392	-0.00106307	0	0	0	1.0475	1.076151	1	19	-0.000000000000986784	-0.005835271	-0.001217997	0	0	0	1.055417	1.082509	1	20	-0.000000000000986784	-0.006668084	-0.001371191	0	0	0	1.063333	1.087628	1	21	-0.000000000000986784	-0.007500897	-0.001524384	0	0	0	1.07125	1.091722	1	22	-0.000000000000986784	-0.008333775	-0.001679311	0	0	0	1.079167	1.095006	1	23	-0.000000000000986784	-0.009166789	-0.001837706	0	0	0	1.087083	1.097694	1	24	-0.000000000000986784	-0.01	-0.002001302	0	0	0	1.095	1.1	1
cf_hit_Kosi02_Kosi02sz_a	0	-0.000000000000986784	0	-0.0035	0	0	0	0.93	1.12	1	1	-0.000000000000986784	0	-0.003208333	0	0	0	0.9358333	1.110127	1	2	-0.000000000000986784	0	-0.002916667	0	0	0	0.9416667	1.100463	1	3	-0.000000000000986784	0	-0.002625	0	0	0	0.9475	1.090937	1	4	-0.000000000000986784	0	-0.002333333	0	0	0	0.9533333	1.081481	1	5	-0.000000000000986784	0	-0.002041666	0	0	0	0.9591666	1.072025	1	6	-0.000000000000986784	0	-0.00175	0	0	0	0.965	1.0625	1	7	-0.000000000000986784	0	-0.001458333	0	0	0	0.9708334	1.052836	1	8	-0.000000000000986784	0	-0.001166667	0	0	0	0.9766667	1.042963	1	9	-0.000000000000986784	0	-0.000875	0	0	0	0.9825	1.032812	1	10	-0.000000000000986784	0	-0.0005833329	0	0	0	0.9883333	1.022315	1	11	-0.000000000000986784	0	-0.0002916668	0	0	0	0.9941667	1.0114	1	12	-0.000000000000986784	0	0.0000000002086145	0	0	0	1	1	1	13	-0.000000000000986784	0	0.0002916664	0	0	0	1.005833	0.9880672	1	14	-0.000000000000986784	0	0.0005833336	0	0	0	1.011667	0.9756482	1	15	-0.000000000000986784	0	0.000875	0	0	0	1.0175	0.9628125	1	16	-0.000000000000986784	0	0.001166666	0	0	0	1.023333	0.9496297	1	17	-0.000000000000986784	0	0.001458334	0	0	0	1.029167	0.936169	1	18	-0.000000000000986784	0	0.00175	0	0	0	1.035	0.9225	1	19	-0.000000000000986784	0	0.002041666	0	0	0	1.040833	0.9086921	1	20	-0.000000000000986784	0	0.002333333	0	0	0	1.046667	0.8948148	1	21	-0.000000000000986784	0	0.002625	0	0	0	1.0525	0.8809375	1	22	-0.000000000000986784	0	0.002916666	0	0	0	1.058333	0.8671296	1	23	-0.000000000000986784	0	0.003208334	0	0	0	1.064167	0.8534606	1	24	-0.000000000000986784	0	0.0035	0	0	0	1.07	0.84	1
cf_hit_LegUp01_Kosi02sx_a	0	-0.016	0	0.000000000000000001	0	0	0	1.25	1	1	1	-0.01464439	0	0.000000000000000001	0	0	0	1.228379	1	1	2	-0.01325231	0	0.000000000000000001	0	0	0	1.205469	1	1	3	-0.01183594	0	0.000000000000000001	0	0	0	1.1817	1	1	4	-0.0104074	0	0.000000000000000001	0	0	0	1.157502	1	1	5	-0.008978876	0	0.000000000000000001	0	0	0	1.133304	1	1	6	-0.0075625	0	0.000000000000000001	0	0	0	1.109535	1	1	7	-0.006170426	0	0.000000000000000001	0	0	0	1.086625	1	1	8	-0.004814814	0	0.000000000000000001	0	0	0	1.065004	1	1	9	-0.003507812	0	0.000000000000000001	0	0	0	1.045101	1	1	10	-0.002261572	0	0.000000000000000001	0	0	0	1.027347	1	1	11	-0.001088253	0	0.000000000000000001	0	0	0	1.01217	1	1	12	0.0000000007478986	0	0.000000000000000001	0	0	0	1	1	1	13	0.001005799	0	0.000000000000000001	0	0	0	0.9901739	1	1	14	0.001944072	0	0.000000000000000001	0	0	0	0.9816809	1	1	15	0.002821119	0	0.000000000000000001	0	0	0	0.9744298	1	1	16	0.003643249	0	0.000000000000000001	0	0	0	0.9683294	1	1	17	0.004416771	0	0.000000000000000001	0	0	0	0.9632883	1	1	18	0.005147984	0	0.000000000000000001	0	0	0	0.9592154	1	1	19	0.005843199	0	0.000000000000000001	0	0	0	0.9560195	1	1	20	0.006508723	0	0.000000000000000001	0	0	0	0.9536092	1	1	21	0.007150857	0	0.000000000000000001	0	0	0	0.9518933	1	1	22	0.007775911	0	0.000000000000000001	0	0	0	0.9507806	1	1	23	0.008390192	0	0.000000000000000001	0	0	0	0.9501799	1	1	24	0.009	0	0.000000000000000001	0	0	0	0.95	1	1
cf_hit_LegUp01_Kosi02sz_a	0	-0.004898954	-0.2	0.000000000000000001	0	0	356.9164	0.85	1	1	1	-0.005181491	-0.2	0.000000000000000001	0	0	357.0069	0.8518763	1	1	2	-0.005416493	-0.2	0.000000000000000001	0	0	357.0979	0.8542423	1	1	3	-0.005619807	-0.2	0.000000000000000001	0	0	357.1892	0.8571669	1	1	4	-0.005807276	-0.2	0.000000000000000001	0	0	357.2806	0.860719	1	1	5	-0.005994745	-0.2	0.000000000000000001	0	0	357.3721	0.8649676	1	1	6	-0.006198058	-0.2	0.000000000000000001	0	0	357.4634	0.8699816	1	1	7	-0.006433061	-0.2	0.000000000000000001	0	0	357.5544	0.8758301	1	1	8	-0.006715597	-0.2	0.000000000000000001	0	0	357.645	0.8825817	1	1	9	-0.007061512	-0.2	0.000000000000000001	0	0	357.735	0.8903056	1	1	10	-0.007486649	-0.2	0.000000000000000001	0	0	357.8242	0.8990707	1	1	11	-0.008006851	-0.2	0.000000000000000001	0	0	357.9126	0.9089458	1	1	12	-0.008637968	-0.2	0.000000000000000001	0	0	358	0.92	1	1	13	-0.009390557	-0.2	0.000000000000000001	0	0	358.0862	0.9325984	1	1	14	-0.01025406	-0.2	0.000000000000000001	0	0	358.1715	0.9468982	1	1	15	-0.01121263	-0.2	0.000000000000000001	0	0	358.2559	0.9626563	1	1	16	-0.01225042	-0.2	0.000000000000000001	0	0	358.3395	0.9796296	1	1	17	-0.01335159	-0.2	0.000000000000000001	0	0	358.4226	0.9975752	1	1	18	-0.01450029	-0.2	0.000000000000000001	0	0	358.5052	1.01625	1	1	19	-0.01568068	-0.2	0.000000000000000001	0	0	358.5876	1.035411	1	1	20	-0.01687692	-0.2	0.000000000000000001	0	0	358.6697	1.054815	1	1	21	-0.01807316	-0.2	0.000000000000000001	0	0	358.752	1.074219	1	1	22	-0.01925355	-0.2	0.000000000000000001	0	0	358.8343	1.09338	1	1	23	-0.02040226	-0.2	0.000000000000000001	0	0	358.9169	1.112054	1	1	24	-0.02150342	-0.2	0.000000000000000001	0	0	359	1.13	1	1
cf_hit_Mune_size_a	0	-0.012	0	-0.1924869	40	0	0	2.3	1	1	1	-0.01110063	0	-0.1742887	40	0	0	2.119437	1	1	2	-0.01018868	0	-0.1561966	40	0	0	1.939159	1	1	3	-0.009276065	0	-0.1384328	40	0	0	1.761201	1	1	4	-0.008374712	0	-0.1212194	40	0	0	1.587599	1	1	5	-0.007496546	0	-0.1047789	40	0	0	1.420391	1	1	6	-0.006653486	0	-0.08933334	40	0	0	1.261612	1	1	7	-0.005857453	0	-0.07510501	40	0	0	1.113299	1	1	8	-0.005120372	0	-0.06231617	40	0	0	0.9774894	1	1	9	-0.004454164	0	-0.051189	40	0	0	0.8562179	1	1	10	-0.00387075	0	-0.04194576	40	0	0	0.7515214	1	1	11	-0.003382056	0	-0.03480869	40	0	0	0.6654368	1	1	12	-0.003	0	-0.03	40	0	0	0.6000001	1	1	13	-0.00270514	0	-0.02663591	40	0	0	0.5536153	1	1	14	-0.002466097	0	-0.02366712	40	0	0	0.5228743	1	1	15	-0.002276903	0	-0.02106763	40	0	0	0.5055919	1	1	16	-0.002131584	0	-0.01881143	40	0	0	0.4943251	1	1	17	-0.002024169	0	-0.01687252	40	0	0	0.4864007	1	1	18	-0.001948687	0	-0.01522491	40	0	0	0.4797777	1	1	19	-0.001899166	0	-0.01384257	40	0	0	0.4735637	1	1	20	-0.001869634	0	-0.01269951	40	0	0	0.4681017	1	1	21	-0.001854121	0	-0.01176973	40	0	0	0.4632029	1	1	22	-0.001846654	0	-0.01102722	40	0	0	0.4586788	1	1	23	-0.001841262	0	-0.01044598	40	0	0	0.4543407	1	1	24	-0.001831973	0	-0.01	40	0	0	0.45	1	1
cf_hit_Siri_Kosi02sx_a	0	-0.04283348	0	0	0	0	0	1	1	1	1	-0.04163695	0	0	0	0	0	1	1	1	2	-0.04045066	0	0	0	0	0	1	1	1	3	-0.0392712	0	0	0	0	0	1	1	1	4	-0.03809516	0	0	0	0	0	1	1	1	5	-0.03691911	0	0.000000000000000001	0	0	0	1	1	1	6	-0.03573965	0	0.000000000000000001	0	0	0	1	1	1	7	-0.03455336	0	0.000000000000000001	0	0	0	1	1	1	8	-0.03335683	0	0.000000000000000001	0	0	0	1	1	1	9	-0.03214664	0	0.000000000000000001	0	0	0	1	1	1	10	-0.03091938	0	0.000000000000000001	0	0	0	1	1	1	11	-0.02967164	0	0.000000000000000001	0	0	0	1	1	1	12	-0.0284	0.000000000000000717	0.000000000000001239	0	0	0	1	1	1	13	-0.02710218	-0.0001666665	-0.0002916664	0	0	0	1.008333	1	1	14	-0.02578047	-0.0003333335	-0.0005833336	0	0	0	1.016667	1	1	15	-0.02443827	-0.0005	-0.000875	0	0	0	1.025	1	1	16	-0.023079	-0.0006666665	-0.001166666	0	0	0	1.033333	1	1	17	-0.02170607	-0.0008333334	-0.001458334	0	0	0	1.041667	1	1	18	-0.02032291	-0.0009999999	-0.00175	0	0	0	1.05	1	1	19	-0.01893291	-0.001166666	-0.002041666	0	0	0	1.058333	1	1	20	-0.0175395	-0.001333333	-0.002333333	0	0	0	1.066667	1	1	21	-0.01614609	-0.0015	-0.002625	0	0	0	1.075	1	1	22	-0.01475609	-0.001666666	-0.002916666	0	0	0	1.083333	1	1	23	-0.01337292	-0.001833334	-0.003208334	0	0	0	1.091667	1	1	24	-0.012	-0.002	-0.0035	0	0	0	1.1	1	1
